qid,docid,llm_grade,systems,model
93_1,MARCO_4770157,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
93_1,MARCO_7124403,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
93_1,MARCO_8322754,0,gpt-4o-mini,gpt-4o-2024-08-06
93_2,CAR_009d9fb62ae3e378d570ed4824cf2b4d2b2b3560,1,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
93_2,CAR_9211cf60b9f51b80a43bca2df7b2bcf1e59e3a95,0,raw,gpt-4o-2024-08-06
93_2,MARCO_1807668,0,raw,gpt-4o-2024-08-06
93_2,MARCO_3718588,0,raw,gpt-4o-2024-08-06
93_2,MARCO_3754304,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
93_2,MARCO_6347165,0,raw,gpt-4o-2024-08-06
93_2,MARCO_8436282,2,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
93_3,CAR_0f5c192bc04872fa4d95b1c0f8d9ee1fcd9f45c1,0,raw,gpt-4o-2024-08-06
93_3,CAR_1c62aa9d00cd423b23df7bb057ff0af123ed2289,0,raw,gpt-4o-2024-08-06
93_3,CAR_91996ebf5bc5010306c35b2e00d653deab263187,0,gpt-4o-mini,gpt-4o-2024-08-06
93_3,MARCO_1050789,0,raw,gpt-4o-2024-08-06
93_3,MARCO_192952,0,gpt-4o-mini,gpt-4o-2024-08-06
93_3,MARCO_2252853,0,raw,gpt-4o-2024-08-06
93_3,MARCO_5953326,0,raw,gpt-4o-2024-08-06
93_3,MARCO_6017716,0,gpt-4o-mini,gpt-4o-2024-08-06
93_3,MARCO_6048236,0,gpt-4o-mini,gpt-4o-2024-08-06
93_3,MARCO_6048238,0,gpt-4o-mini,gpt-4o-2024-08-06
93_3,MARCO_6048239,0,gpt-4o-mini,gpt-4o-2024-08-06
93_3,MARCO_6975774,0,gpt-4o-mini,gpt-4o-2024-08-06
93_3,MARCO_765355,0,raw,gpt-4o-2024-08-06
93_3,MARCO_8436283,4,gpt-4o-mini,gpt-4o-2024-08-06
93_3,MARCO_8436284,0,gpt-4o-mini,gpt-4o-2024-08-06
93_3,MARCO_8599841,0,gpt-4o-mini,gpt-4o-2024-08-06
93_4,CAR_6abb440890469ffaf0fc9cc33ec1b3861af7929e,0,gpt-4o,gpt-4o-2024-08-06
93_4,CAR_f3d586b7d334147644859b824c72257932dd2608,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
93_4,MARCO_1078201,0,quretec|raw,gpt-4o-2024-08-06
93_4,MARCO_1224990,0,raw,gpt-4o-2024-08-06
93_4,MARCO_2743724,0,gpt-4o|human|t5,gpt-4o-2024-08-06
93_4,MARCO_4570736,0,gpt-4o-mini,gpt-4o-2024-08-06
93_4,MARCO_4770157,0,gpt-4o,gpt-4o-2024-08-06
93_4,MARCO_6537088,0,raw,gpt-4o-2024-08-06
93_4,MARCO_6703384,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
93_4,MARCO_6844612,3,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
93_4,MARCO_6955596,0,raw,gpt-4o-2024-08-06
93_4,MARCO_7028161,2,gpt-4o-mini,gpt-4o-2024-08-06
93_4,MARCO_7028164,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
93_4,MARCO_7086035,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
93_4,MARCO_7553370,0,raw,gpt-4o-2024-08-06
93_5,CAR_6fc32a2f62d063ecf4551e90c300900fb8ec5ee4,0,gpt-4o-mini,gpt-4o-2024-08-06
93_5,MARCO_1842663,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
93_5,MARCO_2752156,0,human,gpt-4o-2024-08-06
93_5,MARCO_3489981,0,gpt-4o-mini,gpt-4o-2024-08-06
93_5,MARCO_374413,1,raw|t5,gpt-4o-2024-08-06
93_5,MARCO_390904,1,gpt-4o-mini,gpt-4o-2024-08-06
93_5,MARCO_3987512,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
93_5,MARCO_3987513,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
93_5,MARCO_3987516,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
93_5,MARCO_3987517,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
93_5,MARCO_464568,1,gpt-4o-mini,gpt-4o-2024-08-06
93_5,MARCO_464570,2,gpt-4o-mini,gpt-4o-2024-08-06
93_5,MARCO_676379,1,raw|t5,gpt-4o-2024-08-06
93_5,MARCO_7197796,0,gpt-4o-mini,gpt-4o-2024-08-06
93_6,CAR_0b7f413b642ea265e2364d5faa69563d4ecf4cdd,0,raw,gpt-4o-2024-08-06
93_6,CAR_2a53559c41e679d0d5480561a096cc08f20ff1a9,0,raw,gpt-4o-2024-08-06
93_6,CAR_2caf7859eac30d2aa6bfc73719bc7270f6fd0194,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
93_6,CAR_80d9c46611b774936c20a2733f32657c51599c9e,0,quretec,gpt-4o-2024-08-06
93_6,CAR_99d381545d26dcd27c25005b8aeb471db63ff228,0,raw,gpt-4o-2024-08-06
93_6,MARCO_2746693,0,raw,gpt-4o-2024-08-06
93_6,MARCO_5837964,0,raw,gpt-4o-2024-08-06
93_6,MARCO_6391835,0,human,gpt-4o-2024-08-06
93_6,MARCO_655625,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
93_6,MARCO_7582953,0,raw,gpt-4o-2024-08-06
93_6,MARCO_7737116,0,raw,gpt-4o-2024-08-06
93_6,MARCO_806829,0,t5,gpt-4o-2024-08-06
93_6,MARCO_8402173,0,raw,gpt-4o-2024-08-06
93_7,CAR_2a27c70ba2551d67996beddedb7517cb07c90bb1,0,raw,gpt-4o-2024-08-06
93_7,CAR_561c2f9d805f26b7a7129dbb20f36c0673e9ad01,0,raw,gpt-4o-2024-08-06
93_7,MARCO_1045673,0,raw,gpt-4o-2024-08-06
93_7,MARCO_3161720,0,raw,gpt-4o-2024-08-06
93_7,MARCO_3754304,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|t5,gpt-4o-2024-08-06
93_7,MARCO_4992699,0,raw,gpt-4o-2024-08-06
93_7,MARCO_6308816,0,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
93_7,MARCO_7395657,0,raw,gpt-4o-2024-08-06
93_7,MARCO_7594664,0,raw,gpt-4o-2024-08-06
93_7,MARCO_7827070,0,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
93_7,MARCO_8322754,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
93_7,MARCO_8622047,0,raw,gpt-4o-2024-08-06
93_7,MARCO_989822,0,raw,gpt-4o-2024-08-06
94_1,CAR_14212b49c7a5a6342b094228e4ec49cd6769db3b,3,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_1,CAR_225aa20478b088f5a61976ea1492c7a51a7cb1d8,0,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_1,CAR_3614bd209c04d367bd35de955b21a250a3b39697,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_1,CAR_56964dc89db028d0b0f75803a901fe94d77a8af2,1,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_1,CAR_771d57f8e30152849091e6437ba737cc347be5a0,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
94_1,CAR_d8f9aa4b6a92b99b81d60e5a115c736d77c0fbd0,1,human|quretec|raw|t5,gpt-4o-2024-08-06
94_1,CAR_f0cd61af9f8cbb6ba68bd87982ea8f05cba785cf,0,human|quretec|raw|t5,gpt-4o-2024-08-06
94_1,CAR_fbc3b914b1e1b47e86832ed5a7c91718b19120ce,4,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
94_1,MARCO_409,4,human|quretec|raw|t5,gpt-4o-2024-08-06
94_1,MARCO_4450161,1,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_1,MARCO_4450163,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
94_2,CAR_27b790e27debbc1741dd549a7cdb2bd20b5b2c7d,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_2,CAR_28cf76dc3fbe59802870cb1895e9b559b5127d17,0,t5,gpt-4o-2024-08-06
94_2,CAR_300f3c6a33e357bd5fd71e836321bf563c92f043,0,raw,gpt-4o-2024-08-06
94_2,CAR_358fd95f1ac1bc5a535018f0943f62d7ec6f24ae,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_2,CAR_3a03cddbde60cd5dc5666f8470e151e25787a808,0,raw,gpt-4o-2024-08-06
94_2,CAR_3aa88b04c86af4db806bf7b1fb6e4a2acc0b3999,0,raw,gpt-4o-2024-08-06
94_2,CAR_3bd4cef3617e3911314984d8b62bd4cfd50269f0,0,raw,gpt-4o-2024-08-06
94_2,CAR_48d8f88f91bd8c722c648aa2f4633980a6a6a499,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_2,CAR_491ea6e7c8565b43cb5df525739079cad637624a,0,gpt-4o,gpt-4o-2024-08-06
94_2,CAR_4aade3cfda69a3d12727b37e925e2ee91e88187a,0,gpt-4o,gpt-4o-2024-08-06
94_2,CAR_4eef688ef868dc451ab70c7423800472cf2bc8d1,0,raw,gpt-4o-2024-08-06
94_2,CAR_5336d4d7261def203434452fd926cf09e7309209,0,raw,gpt-4o-2024-08-06
94_2,CAR_6157f43a368c55fda1932b7cd5eb8329b519fc5a,3,human,gpt-4o-2024-08-06
94_2,CAR_7ae1412141a98cb067103499b9e440e25bef0d5a,0,raw,gpt-4o-2024-08-06
94_2,CAR_7f1b9f2d09817d2ff738392d4b3ff6fb8e961896,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_2,CAR_888fd223a361db0c2a48fc4f6ed09427f9a37fda,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_2,CAR_8e8a6a337f3dc1fb6a294e5ccf380fe224361bb2,0,raw,gpt-4o-2024-08-06
94_2,CAR_a0e74c304136533e6d590e0becfa53351a26f555,3,human,gpt-4o-2024-08-06
94_2,CAR_ae0180bcccead308bec57616ab35e4054837d882,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_2,CAR_bbd8d85e32f9d0a72704b92d3d5b3e8cd27c86b7,0,gpt-4o|t5,gpt-4o-2024-08-06
94_2,CAR_bdc2c6722f0a089b1e35e571b4becad1690608ba,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_2,CAR_c7ed0fd1480b832b4abba4bbc545099f0a61f268,1,quretec,gpt-4o-2024-08-06
94_2,CAR_c892d8602514eae8c066ea2dd3cbd26470a558e0,0,gpt-4o-mini|llama-3.3-70b-versatile|t5,gpt-4o-2024-08-06
94_2,CAR_cf78c239007a3dcfaf1e127efb884ac665447114,0,raw,gpt-4o-2024-08-06
94_2,CAR_d831d64d4a54a4cb304a0a5e54429225b909398a,0,gpt-4o,gpt-4o-2024-08-06
94_2,CAR_e7f865a8da770549f6cfef8fc1e186e0914aa908,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_2,MARCO_4571924,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_2,MARCO_5000363,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_3,CAR_6433c5d5e83643c61c6ab8dcd8c59b6a9ec09885,0,gpt-4o|gpt-4o-mini|human|quretec,gpt-4o-2024-08-06
94_3,CAR_adcd6fedea02123635f3d4510fb78d1469796990,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_3,MARCO_6683262,0,raw|t5,gpt-4o-2024-08-06
94_5,CAR_2b4aa13789fd3f0f221dc5a901668ba0f6a53db2,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_5,CAR_57fcb7f9ba80f35f50ec06a0068ea39369ee6de6,0,human|quretec,gpt-4o-2024-08-06
94_5,CAR_6bdcdaaa8175963aab836878063ff4d1d74773ed,0,gpt-4o-mini,gpt-4o-2024-08-06
94_5,CAR_7bde392aeda1b83e3c698e55ffcdeb883d00fbbe,0,raw,gpt-4o-2024-08-06
94_5,CAR_85b5abba1131d9340d3445db3b7fa48eeb14ce8b,0,gpt-4o-mini,gpt-4o-2024-08-06
94_5,CAR_e8f4b67d80e590667b2c5e95da0f8d749d32f0a9,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_5,CAR_e983d1a018e83f6844d3149df49dac9a3b9739f6,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_5,CAR_f0cd61af9f8cbb6ba68bd87982ea8f05cba785cf,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_5,CAR_f1891899c2771907762ec2cfa7455ff548e50b2b,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_5,MARCO_11333,0,gpt-4o-mini,gpt-4o-2024-08-06
94_5,MARCO_144526,0,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
94_5,MARCO_189418,0,raw,gpt-4o-2024-08-06
94_5,MARCO_2228774,1,gpt-4o-mini,gpt-4o-2024-08-06
94_5,MARCO_2369126,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_5,MARCO_3938999,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_5,MARCO_4256597,0,gpt-4o|human|quretec|raw,gpt-4o-2024-08-06
94_5,MARCO_4416631,0,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
94_5,MARCO_4447258,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_5,MARCO_5016518,0,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
94_5,MARCO_6162521,0,quretec|raw,gpt-4o-2024-08-06
94_5,MARCO_6362419,0,quretec|raw,gpt-4o-2024-08-06
94_5,MARCO_6425961,0,gpt-4o-mini,gpt-4o-2024-08-06
94_5,MARCO_6687081,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_5,MARCO_7851751,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_5,MARCO_8204887,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_5,MARCO_8229079,0,raw,gpt-4o-2024-08-06
94_6,CAR_58a788f37097f82057f42fd14b9bec93386ed02c,0,human,gpt-4o-2024-08-06
94_6,CAR_68913bf994f43526edd7e1d6ca22638bb394a97d,1,gpt-4o-mini,gpt-4o-2024-08-06
94_6,CAR_6eaac81fc9ee561473fb560ff0c117158f56bfe6,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_6,CAR_9eb37119e1ccba9fd096d463da4b6adebb004b5a,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_6,CAR_c63c61aa5bf6baa64972888c8b5809a05ce1d3f4,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_6,CAR_fe0d3f1309632fc6c68a32c2d6e358aaaf4acee3,0,quretec|raw,gpt-4o-2024-08-06
94_6,MARCO_1851441,0,t5,gpt-4o-2024-08-06
94_6,MARCO_2141088,0,gpt-4o|quretec|raw,gpt-4o-2024-08-06
94_6,MARCO_2811691,1,gpt-4o-mini,gpt-4o-2024-08-06
94_6,MARCO_3206532,1,gpt-4o-mini,gpt-4o-2024-08-06
94_6,MARCO_3386393,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_6,MARCO_347664,0,gpt-4o-mini,gpt-4o-2024-08-06
94_6,MARCO_3755501,0,gpt-4o,gpt-4o-2024-08-06
94_6,MARCO_3820570,0,t5,gpt-4o-2024-08-06
94_6,MARCO_3939004,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_6,MARCO_4121812,0,gpt-4o,gpt-4o-2024-08-06
94_6,MARCO_413604,0,t5,gpt-4o-2024-08-06
94_6,MARCO_4548974,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_6,MARCO_4548981,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_6,MARCO_4609049,0,t5,gpt-4o-2024-08-06
94_6,MARCO_5211348,0,human|quretec|raw,gpt-4o-2024-08-06
94_6,MARCO_6622543,0,t5,gpt-4o-2024-08-06
94_6,MARCO_675922,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_6,MARCO_7030738,0,gpt-4o,gpt-4o-2024-08-06
94_6,MARCO_7281888,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_6,MARCO_7617486,0,gpt-4o,gpt-4o-2024-08-06
94_6,MARCO_7969976,0,gpt-4o,gpt-4o-2024-08-06
94_6,MARCO_7999530,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_6,MARCO_8127142,0,gpt-4o,gpt-4o-2024-08-06
94_6,MARCO_8398320,0,t5,gpt-4o-2024-08-06
94_6,MARCO_8617294,0,gpt-4o,gpt-4o-2024-08-06
94_7,CAR_0132f8adc754acefd061c76277d0f60c36abe7f5,0,human,gpt-4o-2024-08-06
94_7,CAR_2b09b03d12bbeed462a224f662210cb1c0e1188e,0,quretec|raw,gpt-4o-2024-08-06
94_7,CAR_a8014538b9238e81a5f410a92e542cdc4a900d51,1,human,gpt-4o-2024-08-06
94_7,CAR_c04851199be9f92237d005493f64491609731489,0,gpt-4o,gpt-4o-2024-08-06
94_7,CAR_da0dc544aed2a1d13bf850e8109fce65ef05dafa,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_7,CAR_e190f690ba2f3f87305cd5f08f367f3cfc85086e,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_7,MARCO_3987169,0,quretec|raw,gpt-4o-2024-08-06
94_7,MARCO_5300671,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_7,MARCO_686109,0,quretec|raw,gpt-4o-2024-08-06
94_8,CAR_12519e9b1125969fd5d3d0d85aae1a480e43c507,0,gpt-4o-mini,gpt-4o-2024-08-06
94_8,CAR_18c6bacc059eb272fea83df5d14818984100f5a0,0,t5,gpt-4o-2024-08-06
94_8,CAR_190ab0be83021a7cee25bddcf0f5f9f715044c43,0,gpt-4o-mini,gpt-4o-2024-08-06
94_8,CAR_2097e0681b5c8eb768402ecbe2fcb97d849ed131,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_8,CAR_328fcdaaec1f89c61bd05b5fb367159065d5eb9b,0,gpt-4o,gpt-4o-2024-08-06
94_8,CAR_338df89c8c9ba57e7f6526e8bcc3568e8c8c3d99,1,gpt-4o,gpt-4o-2024-08-06
94_8,CAR_358390d53987ab5910dad9a305a322e33ca16c9d,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_8,CAR_3a66be871024d4bec48430675f93058f420547e9,0,gpt-4o-mini,gpt-4o-2024-08-06
94_8,CAR_3fa8af9b8bcc08c935a61ac4c7808474c20d80fe,0,gpt-4o-mini,gpt-4o-2024-08-06
94_8,CAR_445519f91625b11f1c7d91946db73b61794bd319,0,t5,gpt-4o-2024-08-06
94_8,CAR_492c107e2a82780061e9d04fb6b6d8c61be00d6a,0,t5,gpt-4o-2024-08-06
94_8,CAR_4f60ba9c34d8e44f8bb25eeb39133d7d3a0db9e6,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_8,CAR_57ef467cc935cf9fff2461c0ac3b45f5af96f9d8,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_8,CAR_63bbc54df19f5809ad56c5b7e0005f260c5827f1,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_8,CAR_673ab0cecec6fe8e90f9d29fa5cb6ccd2c123cd8,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_8,CAR_75912e69b1b8e2fdda5b48edfdf2788bc1fabb02,0,gpt-4o,gpt-4o-2024-08-06
94_8,CAR_79d447308a8ab63e640c4ff7e4ae8ea7528e2c01,2,gpt-4o-mini,gpt-4o-2024-08-06
94_8,CAR_8873df4c98c7f67aca1be61cb6c8a32b5877a4ef,0,quretec,gpt-4o-2024-08-06
94_8,CAR_8d1bcc42711f1c243cbd7ae5b323e541b8ef7d2c,0,gpt-4o-mini,gpt-4o-2024-08-06
94_8,CAR_aa82026de7911cfcde2d1ce1a50eb7f4d0a8f110,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_8,CAR_ab44f032df212f08dadd9eaa46bc191aca8d5319,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
94_8,CAR_bab1b0d151b29e5fc92fb91841b2c83bbca97c2b,0,gpt-4o-mini,gpt-4o-2024-08-06
94_8,CAR_c0a57b9d6fe7c4930cc628f50a7a0608b6c4daaa,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_8,CAR_c27403dbee1248613a2bb7b97d53eef7d51a922a,0,t5,gpt-4o-2024-08-06
94_8,CAR_c6e9c6d2823d0a815a2a770ece1d3ec13bb9b8ce,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_8,CAR_d73f24bd59d50b771653270a937b8d5ea5d16c35,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_8,CAR_d9de90cc93e34614aa9b0d4db0f20bf2f70e2fbf,0,gpt-4o-mini,gpt-4o-2024-08-06
94_8,CAR_eb4e37979b0208c153105db546caeaf0cae8914d,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_8,MARCO_109157,0,raw,gpt-4o-2024-08-06
94_8,MARCO_3137190,0,raw,gpt-4o-2024-08-06
94_8,MARCO_5338337,0,raw,gpt-4o-2024-08-06
94_8,MARCO_6425840,0,gpt-4o-mini,gpt-4o-2024-08-06
94_8,MARCO_6428156,0,raw,gpt-4o-2024-08-06
94_8,MARCO_7265008,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
94_8,MARCO_7356514,0,quretec,gpt-4o-2024-08-06
94_8,MARCO_7492193,0,raw,gpt-4o-2024-08-06
94_8,MARCO_7685700,0,raw,gpt-4o-2024-08-06
94_8,MARCO_8399039,0,quretec,gpt-4o-2024-08-06
94_8,MARCO_8555751,0,raw,gpt-4o-2024-08-06
95_1,CAR_129ec3fd6edbec21934ee8bc017f6a3c936bc25c,3,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_1,CAR_1602595ddd87cf8b428e8281dd46ed50f496052d,2,gpt-4o,gpt-4o-2024-08-06
95_1,CAR_2e677178a959b909f2bfac77633e8ccf486844ad,2,gpt-4o-mini,gpt-4o-2024-08-06
95_1,CAR_3490991bc9f2241299fe8c451a723ba8a620ea7f,2,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_1,CAR_3b9d2b527680f11389eaf644d920872351df7c85,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_1,CAR_e6ce59ee5f058168fc8152795e91981e9855a13f,2,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_1,CAR_f15ac3c62140c1efec7b9bb630c734b626b1f0e7,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_1,CAR_f8431335bdd3b04a203a008097df47588494f7a2,3,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_1,MARCO_1491441,3,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_1,MARCO_7104907,2,gpt-4o,gpt-4o-2024-08-06
95_1,MARCO_7944654,3,gpt-4o,gpt-4o-2024-08-06
95_1,MARCO_8227398,3,gpt-4o,gpt-4o-2024-08-06
95_2,CAR_0ccb408c65702b100f019922382965bc854cbcc4,1,raw|t5,gpt-4o-2024-08-06
95_2,CAR_2b431f759ba0cc198c3e09440c6a6982216193e7,2,gpt-4o-mini,gpt-4o-2024-08-06
95_2,CAR_d045add755caa6781a86ecc4f29e8ef15ce35336,4,quretec,gpt-4o-2024-08-06
95_2,CAR_f3ea3657008cccdfdd0326e0207ee0a6437587d3,1,gpt-4o-mini,gpt-4o-2024-08-06
95_2,MARCO_1302563,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
95_2,MARCO_5736325,1,human,gpt-4o-2024-08-06
95_2,MARCO_6034425,2,gpt-4o-mini,gpt-4o-2024-08-06
95_2,MARCO_6500332,1,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_3,CAR_2a40b5c3c96bf6b5eee5f76535340da585f449f0,0,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_3,CAR_3a31456764935e935283ef4afbf2652e0f6ce958,0,human,gpt-4o-2024-08-06
95_3,CAR_541f9b92ac6b447414f795bb70ee73e57f07676b,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_3,CAR_618917d47ca27348038920418bc5dd001ef5c471,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_3,CAR_cb0109fc5afc9bb2c4d9d59579a8cd3d2a96881f,0,quretec,gpt-4o-2024-08-06
95_3,CAR_d5d91417e4f82bddc2983bf6947e4f10bd40f308,0,quretec,gpt-4o-2024-08-06
95_3,CAR_fa65d3d2f704ea063022a68178212fb918e34497,0,raw,gpt-4o-2024-08-06
95_3,CAR_ff1fd3b7587481c533a3b205cd1de4be7f783b1b,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_3,MARCO_2884338,1,raw,gpt-4o-2024-08-06
95_3,MARCO_2924220,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_3,MARCO_3526579,0,quretec,gpt-4o-2024-08-06
95_3,MARCO_3618818,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_3,MARCO_54890,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_3,MARCO_5825851,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
95_3,MARCO_6987576,0,human,gpt-4o-2024-08-06
95_3,MARCO_7396447,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_3,MARCO_7631657,0,raw,gpt-4o-2024-08-06
95_3,MARCO_8513279,0,t5,gpt-4o-2024-08-06
95_4,CAR_27e68b0c7d5f67623cc07d2c4dbe613a73c4a11b,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_4,CAR_2d31e03962865a574879cd40be1bc9deaf5e7876,3,gpt-4o,gpt-4o-2024-08-06
95_4,CAR_6836bc3dbbef435111654e69a0eb857258cf7eea,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_4,CAR_8818f9dd0bf6807b049ea5840b7cf2400f1eafae,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_4,CAR_9d186f896469d3ab802d00b563f52c55584c9dda,2,gpt-4o-mini,gpt-4o-2024-08-06
95_4,CAR_a1760a255e37076816e94bdd2bf9dd76e0cf21dd,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_4,CAR_a921d0aa505873c055ab045f93f0207b05af4807,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_4,CAR_f01c63ddf3d46e48351b396069614dfb3f97cd81,1,human|quretec|raw|t5,gpt-4o-2024-08-06
95_4,CAR_f37d19560e6e20c64149c6e7ea86a06961a7208c,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
95_4,CAR_fa65d3d2f704ea063022a68178212fb918e34497,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
95_4,CAR_ffb9a285214152b26228660a07ce0718274715f3,3,gpt-4o,gpt-4o-2024-08-06
95_4,MARCO_1638720,3,gpt-4o,gpt-4o-2024-08-06
