qid,docid,llm_grade,systems,model
71_9,MARCO_6603930,0,raw,gpt-4o-2024-08-06
71_9,MARCO_7109425,0,raw,gpt-4o-2024-08-06
71_9,MARCO_952711,0,raw,gpt-4o-2024-08-06
71_9,MARCO_981547,4,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
72_1,CAR_0c2b60f64404e0a902dc8aebf1ebf922f4551b26,0,gpt-4o-mini,gpt-4o-2024-08-06
72_1,CAR_1aff9408b6b9f45fb5aef6d86778bb6738289725,0,gpt-4o,gpt-4o-2024-08-06
72_1,CAR_2b6b7f825d35fd25cd5159470a347d679563222e,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_1,CAR_3dcd278e2fdd03e21d42400b95b032ef831af46c,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_1,CAR_42f7dbc8d84583418e2059edd7d04d086ce17618,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_1,CAR_550b5b0079579c77733c513e3538490de7079f0b,0,gpt-4o-mini,gpt-4o-2024-08-06
72_1,CAR_ee924c4954144fd313c0c55164047c6ccd6064a1,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
72_1,MARCO_1343531,0,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
72_1,MARCO_3829557,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_1,MARCO_5038932,0,gpt-4o,gpt-4o-2024-08-06
72_1,MARCO_5672182,0,human|quretec|raw|t5,gpt-4o-2024-08-06
72_1,MARCO_836629,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_10,CAR_27f3bb856f4ba98cf98b89b9891f524616e43d46,0,gpt-4o-mini,gpt-4o-2024-08-06
72_10,CAR_344a5e443aaa403ce5bdfcaaab5f08114595159b,0,gpt-4o,gpt-4o-2024-08-06
72_10,CAR_3c5e6f09dc377438554fae790f97f6934ad9a270,0,gpt-4o-mini,gpt-4o-2024-08-06
72_10,CAR_52da9e3fa91efa876830f2514c8f62b7de322015,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
72_10,CAR_746d6b5bb21c21e4799c2f2f6adcaa0ce14049ce,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_10,CAR_7a5c931d51f0d575727bbeaae4b064f417f8ba06,1,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_10,CAR_9d737ea3ced0d40617603ecfaf8d70c7b135b23e,0,gpt-4o,gpt-4o-2024-08-06
72_10,CAR_a154b03047e1fb15387163439048c03d1d26e066,0,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
72_10,CAR_a21cf7b51f321971168ac7427f92ad5652c87819,0,gpt-4o,gpt-4o-2024-08-06
72_10,CAR_ca5b6f8fe2617edaf47c8dec4655307ac5e14452,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_10,CAR_d18e2b146fa87b4051d234a40bdc68f83f7880e6,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_10,CAR_d5d12c34ce4e697dee90ff453b032e74a03a3c8b,0,gpt-4o,gpt-4o-2024-08-06
72_10,CAR_dd3e91cb0b1ae23b4b5f9ee7dd9fe6d89b8c82ba,0,raw,gpt-4o-2024-08-06
72_10,CAR_f7a1334331fcfeb8d3f08d1e9ca0c00b57a6181c,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_10,CAR_fa8ee4e41d3cc4c86c2317eadcc436a567228df5,0,raw,gpt-4o-2024-08-06
72_10,MARCO_4639655,0,gpt-4o,gpt-4o-2024-08-06
72_10,MARCO_6104603,0,raw,gpt-4o-2024-08-06
72_10,MARCO_8356875,0,raw,gpt-4o-2024-08-06
72_2,CAR_019c7240dee7b846b31a57441baa84217885aedb,0,gpt-4o-mini,gpt-4o-2024-08-06
72_2,CAR_3766248f43a4727cd2d5f73e4b4f119b34dfb6c4,0,human|llama-3.1-8b-instant|quretec,gpt-4o-2024-08-06
72_2,CAR_6d924733eb9b3ebb1271c64acd78b5d100bc848b,0,gpt-4o-mini,gpt-4o-2024-08-06
72_2,CAR_718cce99138e7a5ced5f844290dc317e4426eaa8,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_2,CAR_9a0959449071193baadd6b1a83a336716068b8c4,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_2,CAR_9a9a79f1be592883fac87f607387d5850212374e,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
72_2,CAR_da882a38803c1e73c9a51e9016f7aa7564376321,1,gpt-4o-mini,gpt-4o-2024-08-06
72_2,MARCO_1587869,0,gpt-4o-mini,gpt-4o-2024-08-06
72_2,MARCO_3271817,0,raw,gpt-4o-2024-08-06
72_2,MARCO_3955195,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
72_2,MARCO_4206389,0,raw,gpt-4o-2024-08-06
72_2,MARCO_4288249,0,raw,gpt-4o-2024-08-06
72_2,MARCO_8793785,0,gpt-4o-mini,gpt-4o-2024-08-06
72_3,CAR_0373f6d2874887a848ac9e389f4700dcf706eb22,0,gpt-4o,gpt-4o-2024-08-06
72_3,CAR_2023cf384b00020b8ec987bf37382c5de52a2c2f,0,raw,gpt-4o-2024-08-06
72_3,CAR_3766248f43a4727cd2d5f73e4b4f119b34dfb6c4,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
72_3,CAR_3e857e560947aac9602bb46244cf4f671465f4b7,0,raw,gpt-4o-2024-08-06
72_3,CAR_3f9a4c9d88c23e5184ae722ab1f8a05220e9910f,0,raw,gpt-4o-2024-08-06
72_3,CAR_45c9ffcba55f0a9c8e3c4f5076367a7251330ba3,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_3,CAR_7c9ba9aa600d82552c4e9a2607d1dfbc20e21196,0,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
72_3,CAR_7e6c33e2e948aa580464a0ee2d0bf55a04e6d204,0,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
72_3,CAR_8dcb47ba22a43df0147307590e64a6be428b3664,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
72_3,CAR_9f9db3a2efa5ef3df0c4bb0308202267322c71a3,0,gpt-4o-mini,gpt-4o-2024-08-06
72_3,CAR_a866ba9f98c4a78c168ffc3cb48b660a69747b08,0,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
72_3,CAR_c6eeb5a691d80397ecdfc75a439cf3101a252a74,0,raw,gpt-4o-2024-08-06
72_3,CAR_c812ba4a24beb7b871a42869b913772583591e20,0,gpt-4o|human|llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_3,CAR_d58e97ba11eb37aae277ad073a96c990d77ed377,0,quretec|t5,gpt-4o-2024-08-06
72_3,CAR_e236b5bba2070ab6607c4c362eedfc2a0d26799e,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
72_3,CAR_ee924c4954144fd313c0c55164047c6ccd6064a1,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
72_3,MARCO_4035134,0,gpt-4o-mini|quretec|t5,gpt-4o-2024-08-06
72_3,MARCO_4333153,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_5,CAR_218a38a994c84ebba0e4b7a9e7273392595bfee8,0,gpt-4o-mini,gpt-4o-2024-08-06
72_5,CAR_2a179aca2f5a7287683f61f22196848b01ffd35d,0,gpt-4o-mini|quretec,gpt-4o-2024-08-06
72_5,CAR_9dff913faf721e2f03cc91dd15aba4f8e56a559e,0,gpt-4o-mini,gpt-4o-2024-08-06
72_5,CAR_d93c66905134a9347d694a07d1b8d907aad56e42,0,gpt-4o-mini|quretec|t5,gpt-4o-2024-08-06
72_5,CAR_ef53c8e145301179dd07bcde354486cd8ceae589,0,quretec,gpt-4o-2024-08-06
72_5,MARCO_1036085,0,raw,gpt-4o-2024-08-06
72_5,MARCO_1036090,0,raw,gpt-4o-2024-08-06
72_5,MARCO_2000049,0,raw,gpt-4o-2024-08-06
72_5,MARCO_3366724,0,raw,gpt-4o-2024-08-06
72_5,MARCO_4984819,0,raw,gpt-4o-2024-08-06
72_5,MARCO_5382820,0,t5,gpt-4o-2024-08-06
72_5,MARCO_6879997,0,quretec,gpt-4o-2024-08-06
72_5,MARCO_7448872,0,raw,gpt-4o-2024-08-06
72_6,CAR_191558e4fbdfaf1ea87463991d25ba80d555faf2,0,raw,gpt-4o-2024-08-06
72_6,CAR_70f091e8a7851ea555e8a3d01309b3e6dba6bb93,0,llama-3.1-8b-instant|quretec|t5,gpt-4o-2024-08-06
72_6,CAR_ca39d7646e8aeafb265c346bb4fa9b80cea2727a,0,gpt-4o-mini,gpt-4o-2024-08-06
72_7,CAR_2fa9c6c536e6384a29ff1b569b1e0fcd6619b57d,0,gpt-4o,gpt-4o-2024-08-06
72_7,CAR_97afd6e94559ea721d1a1dee2bcbb49b9b1f9b83,0,gpt-4o-mini,gpt-4o-2024-08-06
72_7,MARCO_8436391,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_8,CAR_013cd31f2308101461bf0978d9af4b711abd067d,0,gpt-4o|gpt-4o-mini|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec,gpt-4o-2024-08-06
72_8,CAR_0fbf2fa2e9d854054e39e37be671f2a43fc0f8b8,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
72_8,CAR_5a8915b5f18496368d73cbb5314bcc7c1b7f228a,0,raw,gpt-4o-2024-08-06
72_8,CAR_6d3c798d797154a5fc51d18f70fa5b056c299ced,0,raw,gpt-4o-2024-08-06
72_8,CAR_7b196ef973c13ccabd46727d888b559abc68150a,0,quretec,gpt-4o-2024-08-06
72_8,CAR_9daa219488153d078452dfe37dd2b4646999fcaa,0,raw,gpt-4o-2024-08-06
72_8,CAR_e8361b0785230c6b1c22c465f05947735ac5a031,0,t5,gpt-4o-2024-08-06
72_9,CAR_06a2a55f71b6fbc0b29cc66d13f2f1e0d9e40270,3,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_9,CAR_7b196ef973c13ccabd46727d888b559abc68150a,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_9,CAR_7f1621c9d52943347f09fd4503baa3b73aba59c6,3,gpt-4o|human|t5,gpt-4o-2024-08-06
72_9,CAR_fb582fdbe04e637d84f351788c8759da15e4cd15,0,raw,gpt-4o-2024-08-06
72_9,CAR_fe2248315898ae3504a429935447bdb1ef1d763e,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
72_9,MARCO_6875208,1,raw,gpt-4o-2024-08-06
73_1,CAR_076975f0d9c876a4d0410abfcac211b0af15025f,0,gpt-4o-mini,gpt-4o-2024-08-06
73_1,CAR_7e7bdc3b8ea8e1910207ae49005528901bdc0602,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
73_1,CAR_8383ac6015bed60fb1349c3043851750dcac9c36,0,gpt-4o-mini,gpt-4o-2024-08-06
73_1,CAR_8b6d3e4bba00dcf5257923d29adf7e9413521872,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
73_1,CAR_a8de3163ecfdd3ab7eef069a4dce2ff0844a8ec1,3,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
73_1,CAR_b3a78d16e0da6f20c692bee96c7919eff16a2714,0,gpt-4o-mini,gpt-4o-2024-08-06
73_1,CAR_d3e3aecdbacbfb3eef5ce1055c14c3afce3b59a4,0,gpt-4o-mini,gpt-4o-2024-08-06
73_1,CAR_fc19edec23d6e5cea4393de505273cd9e2dd3a75,0,gpt-4o-mini,gpt-4o-2024-08-06
73_10,MARCO_20109,0,quretec|raw,gpt-4o-2024-08-06
73_10,MARCO_7911258,0,quretec|raw,gpt-4o-2024-08-06
73_2,CAR_0c3e32cc668d94e3497dd730ceb21002069ed93b,0,raw,gpt-4o-2024-08-06
73_2,CAR_0d3ddc5f10dcfe7b2b19d5deba7c615edd131fe1,0,raw,gpt-4o-2024-08-06
73_2,CAR_210b5c32ad24af8ce317500e4d1ff59079f2c0bf,0,raw,gpt-4o-2024-08-06
73_2,CAR_331cd9a016c4d2684571fc3c626781f2bc395268,0,raw,gpt-4o-2024-08-06
73_2,CAR_5732b4e1fea033708d33685fadb44597d5d9ca9a,0,raw,gpt-4o-2024-08-06
73_2,MARCO_7283654,0,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
73_4,CAR_42e39d76b371d7fa60465a4dbf4cfae39ef35a20,0,quretec,gpt-4o-2024-08-06
73_4,CAR_488d642ef218ae4cc56a44ea47c694d09f702ef7,0,quretec,gpt-4o-2024-08-06
73_4,CAR_5417943f281c0cfd2b98ce9cec886c2b0ab98b75,0,raw,gpt-4o-2024-08-06
73_4,CAR_6501fc97a5fc9630a454231be386ad4e912a61e6,0,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
73_4,CAR_aa8aa3810eb2610fc0bcbdb1706e6db5a49ee5f5,0,raw,gpt-4o-2024-08-06
73_4,CAR_afcfc1965e5dc062825df02e4283316f29faf3d3,0,quretec,gpt-4o-2024-08-06
73_4,CAR_dfe45805a18aa4181a384d7635c9515e153bdfc1,0,gpt-4o-mini,gpt-4o-2024-08-06
73_4,CAR_ec7fc3dab6430690e97f375ce129f068076b8aa4,0,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
73_4,CAR_f1fe4a31d778d2b3ee003b9a649a160f200cf8a4,0,raw,gpt-4o-2024-08-06
73_4,CAR_fcf6695724420a2c135bf9ec2a86ff7712875032,0,raw,gpt-4o-2024-08-06
73_5,CAR_79412ddc033feba95e3fd7833aec44ca8750bcbe,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
73_5,CAR_b200db571ba5d08be437ded4da9285ed93542078,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
73_5,CAR_db2df76c5d5a16891a7087c0c1a112cfb7ba37d8,0,raw,gpt-4o-2024-08-06
73_5,CAR_e02efcddd80172362e30ed1bffa38283fef2c76c,0,quretec,gpt-4o-2024-08-06
73_5,CAR_f743185e901545914e89521b96ccbdaf7233aa97,0,gpt-4o,gpt-4o-2024-08-06
73_5,MARCO_1548193,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
73_5,MARCO_2270341,0,raw,gpt-4o-2024-08-06
73_5,MARCO_2631109,0,raw,gpt-4o-2024-08-06
73_5,MARCO_5529794,0,raw,gpt-4o-2024-08-06
73_5,MARCO_7867504,0,raw,gpt-4o-2024-08-06
73_5,MARCO_8190269,0,raw,gpt-4o-2024-08-06
73_5,MARCO_8781110,0,raw,gpt-4o-2024-08-06
73_6,CAR_4c13033adc5bda11031eb425fbb5565c180cceb6,0,quretec,gpt-4o-2024-08-06
73_6,CAR_8cf4a4edf6a03e1b5cccb22a4492745fdcb5aca9,0,quretec|t5,gpt-4o-2024-08-06
73_6,CAR_de50af6fb936038c1f3b53cdc4c11bc28028d8b6,0,quretec,gpt-4o-2024-08-06
73_7,CAR_053da2789821735ee2bcb497b383133831570cb8,0,raw,gpt-4o-2024-08-06
73_7,CAR_0bb12fe95e92ad2eb08b8873127c6a21f1618038,0,gpt-4o-mini,gpt-4o-2024-08-06
73_7,CAR_1ad2504b946e67f4a2834124c8b9ea0a9a5c9a9e,0,quretec,gpt-4o-2024-08-06
73_7,CAR_3df38a79a4ed363742193c5c1a3314fe7fc26632,0,raw,gpt-4o-2024-08-06
73_7,CAR_5531fa7d52e227930246a9aefb8a4395cc7abd79,0,gpt-4o-mini,gpt-4o-2024-08-06
73_7,CAR_578bda0eb9abf5437f489a16948e53dcfdaac28d,0,gpt-4o-mini,gpt-4o-2024-08-06
73_7,CAR_603e2633e8702089e6b82d0e291864552266ed62,0,gpt-4o-mini,gpt-4o-2024-08-06
73_7,CAR_656dbf83a3cdff9c3690bd913930fc7fa3485576,0,gpt-4o-mini|raw,gpt-4o-2024-08-06
73_7,CAR_68f1fd1399b2ce8b3f70b62d29e9a1347b03be1f,0,raw,gpt-4o-2024-08-06
73_7,CAR_6ea9513848cfaac863029781fe45ee7aa0c59358,0,gpt-4o-mini,gpt-4o-2024-08-06
73_7,CAR_71b3c03855447b0543767da7b9b652981533efa1,0,t5,gpt-4o-2024-08-06
73_7,CAR_784f6ad9722125de096b3e44764d3e9dc93c0c2b,0,raw,gpt-4o-2024-08-06
73_7,CAR_aea3b7c3492e5909f71173a674c57a3f419df394,0,gpt-4o-mini,gpt-4o-2024-08-06
73_7,CAR_bcfd7b0f106cb46748be368571bbbed55fd802d9,0,raw,gpt-4o-2024-08-06
73_7,CAR_c4140a2e2127d9add048b5fcadf99fa0d27adc01,0,raw,gpt-4o-2024-08-06
73_7,CAR_cf213aaf86535c109e0801345a47c815284fb772,0,raw,gpt-4o-2024-08-06
73_7,CAR_e1809565e959b41bcf9140b57f6168e79f6451cb,1,gpt-4o|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec,gpt-4o-2024-08-06
73_7,CAR_edb12560a278882f6218b279f8f5dcbf41f17830,1,gpt-4o|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec,gpt-4o-2024-08-06
73_7,CAR_fffe502fee7f8423c6827ca7707182b7a0249770,0,gpt-4o-mini,gpt-4o-2024-08-06
73_7,MARCO_3897699,0,gpt-4o-mini,gpt-4o-2024-08-06
73_7,MARCO_4536960,0,raw,gpt-4o-2024-08-06
73_8,CAR_0150b6588808af23d3899f8e940cb79c15ae4e27,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
73_8,CAR_01586c7d8a4b8c8b5bc5e750a9ff9d092aa6fe4d,0,raw,gpt-4o-2024-08-06
73_8,CAR_06d34754eb32ccc04f4fffbfbc916e2ed25c63fb,0,raw,gpt-4o-2024-08-06
73_8,CAR_087d9e1b8e2088a198a528c2d3bc72dfc80e895a,0,raw,gpt-4o-2024-08-06
73_8,CAR_177c093d995ca97f3c85519237ed3252368e36f0,0,gpt-4o|human|llama-3.3-70b-versatile,gpt-4o-2024-08-06
73_8,CAR_388210a24e59b2a14a2e9c6f51bf8b1cd66bd449,0,gpt-4o-mini|t5,gpt-4o-2024-08-06
73_8,CAR_607e94b97cf879551bc72ce39d9b106403ea45ec,0,gpt-4o-mini|quretec|t5,gpt-4o-2024-08-06
73_8,CAR_70b9039f8138410cf83e2ee97992257322baa898,0,gpt-4o|human|llama-3.3-70b-versatile,gpt-4o-2024-08-06
73_8,CAR_7a34bf74b6d815c2eb7aff48450188521e7a12a5,0,raw,gpt-4o-2024-08-06
73_8,CAR_89117e8bc83f4dc2dbf6f92ad6d4f661b77ddef2,0,raw,gpt-4o-2024-08-06
73_8,CAR_9114a6e7370debf7eaa930a4cc0160bfab6a45e9,0,raw,gpt-4o-2024-08-06
73_8,CAR_c5f1419b3e1628a27f759f99a6fdb55a71c0221a,0,gpt-4o-mini|t5,gpt-4o-2024-08-06
73_8,CAR_ebae002d57e32c3f55e5997c625f30fc8483f704,0,gpt-4o-mini|t5,gpt-4o-2024-08-06
73_8,CAR_efe501807fb94bd557cf88ba1474e52ba9f1c678,0,gpt-4o|human|llama-3.3-70b-versatile,gpt-4o-2024-08-06
73_8,CAR_f4d0e51dd01ac7efc2a32737bbd0d617d86f28dc,0,raw,gpt-4o-2024-08-06
73_9,CAR_29a25cd600510e6f1216b308c78e1b4e182ca8f4,0,quretec,gpt-4o-2024-08-06
73_9,CAR_3635169f0cb903d859e8fa3a6909af875287944c,0,quretec,gpt-4o-2024-08-06
73_9,CAR_56d6679eddba8d6c57dff6875f8be5b82df43db2,0,gpt-4o,gpt-4o-2024-08-06
73_9,CAR_7b1b205464cd5005a9ecca44f8fe8edc689ab9cb,0,gpt-4o,gpt-4o-2024-08-06
73_9,CAR_a51dcea983376f315c38b469e557003e7020705e,0,quretec,gpt-4o-2024-08-06
73_9,CAR_adb8f9c39d77e2c57872f413674d9a54a9b76692,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
73_9,CAR_b85ecc34d82844b4abcb5c660b95d938d312157b,0,human|llama-3.1-8b-instant|raw|t5,gpt-4o-2024-08-06
73_9,CAR_d66e10b51364b5cb0de829a8359f8c8a4b24175b,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
73_9,CAR_dec0ac95b7ef5e7a0f8508fe1f763ca31d9643d8,3,gpt-4o,gpt-4o-2024-08-06
73_9,CAR_ebeffa0fddaef856b2f83e3f35b2ea440ead245e,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
73_9,CAR_f9c8d21a4f94b3354ef77d4de0f8019bc8d09fec,0,gpt-4o,gpt-4o-2024-08-06
73_9,CAR_fdf87a670b56d10f0786f76e11f5ddb77f843311,0,quretec,gpt-4o-2024-08-06
74_1,CAR_1099ddec29c00e4134f8035271d4f0c9fff8bb7f,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_1,CAR_1f86307f7a053db3ebc1b60a72052b0f18cd15e9,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_1,CAR_1ffc2f363c9d0adc6c327115f3fa8da0eaa005df,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_1,CAR_3cb1f7c1c7319257c239f9ddb5e9661e4c440477,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
74_1,CAR_3d40f8d7ad9250cbc3442fc947c143c3cb6f1834,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_1,CAR_4670af82c999adc11cc12b1e334e9c8d5d98ba3d,1,gpt-4o,gpt-4o-2024-08-06
74_1,CAR_515c0ad52ce027636b4235aca3559ab3b14081e4,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_1,CAR_5224f31c9ac8e74b903a82cf3dd4f706628ced50,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_1,CAR_5454d6c7bbd73fabf3925ec80ef642691f9dee9c,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_1,CAR_5bdc7ebcbb97a9cf3d4a505cd71175ef05b305e0,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_1,CAR_61b28197a67c5f107995093b9ca7a2e09f41f5ea,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_1,CAR_6ae892ff884d8d059524426d1550a1b0bb9cd3f2,4,llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_1,CAR_763eb6e73de3428e0ea2c14c8a6afd3cfd985e12,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
74_1,CAR_87bb8075a78ba6ed62d3394ec30233cf6ffbf6e9,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_1,CAR_92ccc8144f53abd67b6b21dd987285d21f06ba7a,1,gpt-4o,gpt-4o-2024-08-06
74_1,CAR_9d75a88922687bf72e5671dfa01c06cad6679a27,0,gpt-4o,gpt-4o-2024-08-06
74_1,CAR_a591fda48435215e1941f8474ef9335dd5a770c5,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
74_1,CAR_baa92bfa24a55400add92f45dbf12c904de26887,0,gpt-4o-mini,gpt-4o-2024-08-06
74_1,CAR_d59d105186bf383ac4c9332a254e98e24f3aa8c3,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_1,CAR_f9dbbe84838b3d605f5c28431e348ef7a157e45f,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_1,MARCO_1321497,0,human|quretec|raw|t5,gpt-4o-2024-08-06
74_1,MARCO_2097144,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_1,MARCO_2161037,0,human|quretec|raw|t5,gpt-4o-2024-08-06
74_1,MARCO_430468,0,gpt-4o-mini,gpt-4o-2024-08-06
74_1,MARCO_4405588,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
74_1,MARCO_4525493,2,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_1,MARCO_4556118,1,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_1,MARCO_6820340,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_1,MARCO_8288052,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_1,MARCO_988693,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
74_10,CAR_08ceb83db6c46ee1d04090aaf9eafa394ab2b799,1,quretec,gpt-4o-2024-08-06
74_10,CAR_6b6ee626dbf655f5e1b62d22c02872701aaf704e,3,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_10,CAR_b912783ba7290c91e51d491244a8dc0ff8f4da73,1,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
74_10,MARCO_118260,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_10,MARCO_1398940,0,raw,gpt-4o-2024-08-06
74_10,MARCO_2316398,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_10,MARCO_2405137,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_10,MARCO_2618666,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_10,MARCO_2941175,0,raw,gpt-4o-2024-08-06
74_10,MARCO_3086945,3,human,gpt-4o-2024-08-06
74_10,MARCO_3579766,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_10,MARCO_3659448,0,raw,gpt-4o-2024-08-06
74_10,MARCO_372326,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_10,MARCO_4132163,0,gpt-4o|gpt-4o-mini|human|quretec,gpt-4o-2024-08-06
74_10,MARCO_4223382,0,raw,gpt-4o-2024-08-06
74_10,MARCO_4461697,0,raw,gpt-4o-2024-08-06
74_10,MARCO_4693224,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_10,MARCO_5118864,0,raw,gpt-4o-2024-08-06
74_10,MARCO_5372037,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_10,MARCO_5837116,0,raw,gpt-4o-2024-08-06
74_10,MARCO_5843641,0,raw,gpt-4o-2024-08-06
74_10,MARCO_6420211,0,human,gpt-4o-2024-08-06
74_10,MARCO_6433205,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_10,MARCO_6433207,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_10,MARCO_6541576,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
74_10,MARCO_6562748,0,llama-3.1-8b-instant|quretec,gpt-4o-2024-08-06
74_10,MARCO_666755,0,raw,gpt-4o-2024-08-06
74_10,MARCO_6843934,1,gpt-4o,gpt-4o-2024-08-06
74_10,MARCO_6843938,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
74_10,MARCO_821326,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
74_10,MARCO_90022,0,t5,gpt-4o-2024-08-06
74_11,CAR_06e47430f3c1ea16396d0cb9a92b7edbc4210dbe,0,raw,gpt-4o-2024-08-06
74_11,MARCO_3280739,0,t5,gpt-4o-2024-08-06
74_11,MARCO_4126695,1,t5,gpt-4o-2024-08-06
74_11,MARCO_5712066,0,t5,gpt-4o-2024-08-06
74_11,MARCO_774877,2,t5,gpt-4o-2024-08-06
74_11,MARCO_8116460,2,t5,gpt-4o-2024-08-06
74_2,CAR_53b07da799e1cc4b72dbeb25a2c09e603cfda94e,2,gpt-4o,gpt-4o-2024-08-06
74_2,CAR_c929024019ec96c33ac64903d0306f0e1f9b034e,3,quretec,gpt-4o-2024-08-06
74_2,MARCO_1462965,1,gpt-4o-mini,gpt-4o-2024-08-06
74_2,MARCO_1662108,3,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
